t,mean_em,mean_exact,mean_analytic,var_em,var_exact,var_analytic,mean_err_em_bp,mean_err_exact_bp
6.5,0.039882993911507424,0.039879213496720266,0.03989143221807118,0.000254579710896675,0.0002484762234536279,0.00025427933521858515,-0.08438306563753051,-0.122187213509109
6.583333333333333,0.039951221119316406,0.039806735255089536,0.03989586292819215,0.00025414525872672017,0.0002488283140946689,0.00025436251338083497,0.5535819112425372,-0.8912767310261666
6.666666666666666,0.03993327678893107,0.039763172240863426,0.039900112818627695,0.0002568671666057534,0.00024907675967974146,0.00025444126102073156,0.3316397030337509,-1.3694057776426904
6.75,0.0399257145693622,0.03976619481121607,0.03990418926872734,0.00025821069140005476,0.00024505452438203,0.0002545158417823966,0.2152530063485869,-1.3799445751126738
6.833333333333333,0.0399497704089164,0.039768559112318844,0.03990809935668534,0.0002592749462983567,0.00024659312032068064,0.0002545865019276029,0.41671052231059824,-1.3954024436649974
6.916666666666666,0.03990438049638546,0.039759623719104395,0.03991184987183104,0.0002577775098231731,0.00024570382521297115,0.00025465347157469485,-0.07469375445580406,-1.522261527266422
7.0,0.0398503153880056,0.03980142401636068,0.03991544732641751,0.00025891834827744537,0.00024889891169548246,0.0002547169658446076,-0.6513193841191367,-1.140233100568322
7.083333333333333,0.039803649577387655,0.03980151862700822,0.03991889796692928,0.00026063449558141487,0.00025067302838557674,0.00025477718592116326,-1.1524838954162648,-1.173793399210643
7.166666666666666,0.03984868990608045,0.039835026375829634,0.03992220778492845,0.00026039282876661574,0.00025265980781903266,0.00025483432003225537,-0.7351787884799649,-0.87181409098816
7.25,0.0399325984903823,0.03987032183993225,0.039925382527458204,0.0002615144243916877,0.000252311485940652,0.00025488854435801753,0.07215962924092545,-0.5506068752595544
7.333333333333333,0.03987435610301043,0.03986574561014664,0.03992842770702178,0.000259009331304589,0.00025267579797052137,0.00025494002387159117,-0.540716040113437,-0.6268209687513432
